truth_id,Threat,Victory,Diplomacy,Ceasefire / Ending,Blame Allies,Media Criticism
116154493534592978,0.7944393754005432,0.9353222250938416,0.07775414735078812,0.8927226662635803,0.005695403087884188,0.23128555715084076
116152241303132753,0.9986249208450317,0.9697151780128479,0.03806738927960396,0.02404491789638996,0.13057801127433777,0.45675480365753174
116150413051904167,0.6603316068649292,0.9272257685661316,0.008016420528292656,0.0473259761929512,0.03659890219569206,0.4097610116004944
116147572522796874,0.976250171661377,0.668383002281189,0.01794605515897274,0.3215133547782898,0.05274178087711334,0.5899282097816467
116152251973821428,0.9985907077789307,0.9795204401016235,0.13388122618198395,0.03022809885442257,0.1934395581483841,0.4854225218296051
116153963970975385,0.9953094720840454,0.952526867389679,0.04044588282704353,0.6822200417518616,0.056375376880168915,0.27182379364967346
116155069503653714,0.9850311875343323,0.9971661567687988,0.005673352628946304,0.09065870940685272,0.08502081036567688,0.3783664107322693
116166926920657651,0.27135053277015686,0.9314570426940918,0.022960849106311798,0.156079962849617,0.031820908188819885,0.2389475256204605
116165373479209735,0.9914611577987671,0.9363254308700562,0.032119084149599075,0.5109427571296692,0.11745593696832657,0.8284558653831482
116165282347349425,0.9138810634613037,0.8818214535713196,0.25686338543891907,0.5844475030899048,0.16294416785240173,0.6331659555435181
116165200090740839,0.9934613704681396,0.9914534687995911,0.0019805002957582474,0.21534854173660278,0.000728512357454747,0.05860140174627304
116174757064824630,0.17673583328723907,0.6196945905685425,0.802966296672821,0.4647217094898224,0.0007572337635792792,0.070813849568367
116177065488835367,0.11353140324354172,0.15011274814605713,0.17142245173454285,0.2860073745250702,0.017363857477903366,0.07623643428087234
116202053313332968,0.982987105846405,0.8590343594551086,0.009314698167145252,0.4519144296646118,0.009143962524831295,0.008330503478646278
116200028617921781,0.1033163070678711,0.6363094449043274,0.8207477927207947,0.45666617155075073,0.02987712249159813,0.32912325859069824
116199640636892669,0.2871260643005371,0.39595863223075867,0.10648421943187714,0.41887176036834717,0.07089719921350479,0.2749611735343933
116187586876366061,0.9520094990730286,0.959315836429596,0.061423592269420624,0.287180632352829,0.029204584658145905,0.45422831177711487
116196014942465383,0.032937705516815186,0.6283805966377258,0.048978012055158615,0.33660632371902466,0.01367999892681837,0.14775033295154572
116202054617775180,0.9990976452827454,0.9478116631507874,0.00145022536162287,0.011703959666192532,0.02617885358631611,0.2795408368110657
116256217083523012,0.03136373683810234,0.08977070450782776,0.020156867802143097,0.03216424211859703,0.00971180759370327,0.05938354879617691
116256215639879243,0.7148205637931824,0.887307345867157,0.39878538250923157,0.5301046967506409,0.005722702015191317,0.1583491563796997
116269822349947644,0.9987465143203735,0.9357649087905884,0.0025583216920495033,0.0036812436301261187,0.04842202365398407,0.19664014875888824
116269555618597105,0.8904959559440613,0.9977347254753113,0.7769697904586792,0.7741832733154297,0.061710286885499954,0.9379831552505493
116263563453969628,0.8367283344268799,0.9643554091453552,0.0020254612900316715,0.33208227157592773,0.014270666986703873,0.5433580279350281
116261796648776538,0.4568885862827301,0.9540886282920837,0.004985906183719635,0.5229849815368652,0.9902393221855164,0.8444448113441467
116255809955960965,0.6571727991104126,0.013526855036616325,0.01667925901710987,0.1958746612071991,0.01081814244389534,0.038409218192100525
116256218451397252,0.43807923793792725,0.9024146199226379,0.7643178701400757,0.24383370578289032,0.10447367280721664,0.9157688617706299
116295045718240014,0.5545772314071655,0.9175609350204468,0.9478880763053894,0.6035662889480591,0.039298538118600845,0.30672842264175415
116294956989451533,0.9294474124908447,0.9708967804908752,0.04746948182582855,0.04463758319616318,0.9961749911308289,0.3837350904941559
116297295543838717,0.0070495097897946835,0.028529852628707886,0.4744156002998352,0.6051961183547974,0.003422259818762541,0.6189863681793213
116302505060458396,0.07073614746332169,0.9915895462036133,0.3207983374595642,0.8019712567329407,0.015833808109164238,0.21610794961452484
